Case ID,Activity,Start Timestamp,Complete Timestamp,Resource,Role
42,Authorize Supplier's Invoice payment,2011-01-11 14:38:00.000,2011-01-11 14:38:00.000,Pedro Alvares,Financial Manager
42,Pay invoice,2011-01-11 15:32:00.000,2011-01-11 15:41:00.000,Karalda Nimwada,Financial Manager
43,Create Purchase Requisition,2011-01-05 19:18:00.000,2011-01-05 20:04:00.000,Anne Olwada,Requester
43,Analyze Purchase Requisition,2011-01-06 14:18:00.000,2011-01-06 14:27:00.000,Heinz Gutschmidt,Requester Manager
43,Create Request for Quotation Requester Manager,2011-01-06 14:35:00.000,2011-01-06 14:37:00.000,Heinz Gutschmidt,Requester Manager
43,Analyze Request for Quotation,2011-01-06 20:23:00.000,2011-01-06 20:50:00.000,Karel de Groot,Purchasing Agent
43,Send Request for Quotation to Supplier,2011-01-08 08:18:00.000,2011-01-08 08:35:00.000,Karel de Groot,Purchasing Agent
43,Create Quotation comparison Map,2011-01-09 01:17:00.000,2011-01-09 02:11:00.000,Magdalena Predutta,Purchasing Agent
43,Analyze Quotation comparison Map,2011-01-09 08:43:00.000,2011-01-09 09:06:00.000,Tesca Lobes,Requester
43,Choose best option,2011-01-09 09:06:00.000,2011-01-09 09:06:00.000,Immanuel Karagianni,Requester
43,Settle conditions with supplier,2011-01-10 04:23:00.000,2011-01-10 16:44:00.000,Francois de Perrier,Purchasing Agent
43,Create Purchase Order,2011-01-10 17:14:00.000,2011-01-10 17:25:00.000,Francois de Perrier,Purchasing Agent
43,Confirm Purchase Order,2011-01-11 00:04:00.000,2011-01-11 00:37:00.000,Carmen Finacse,Supplier
43,Deliver Goods Services,2011-01-11 23:55:00.000,2011-01-12 12:42:00.000,Esmeralda Clay,Supplier
43,Release Purchase Order,2011-01-12 20:23:00.000,2011-01-12 20:24:00.000,Immanuel Karagianni,Requester
43,Approve Purchase Order for payment,2011-01-13 06:30:00.000,2011-01-13 06:31:00.000,Karel de Groot,Purchasing Agent
43,Send invoice,2011-01-18 16:31:00.000,2011-01-18 16:31:00.000,Carmen Finacse,Supplier
43,Release Supplier's Invoice,2011-01-19 06:53:00.000,2011-01-19 06:59:00.000,Karalda Nimwada,Financial Manager
43,Authorize Supplier's Invoice payment,2011-01-19 06:59:00.000,2011-01-19 06:59:00.000,Pedro Alvares,Financial Manager
43,Pay invoice,2011-01-19 07:50:00.000,2011-01-19 07:58:00.000,Karalda Nimwada,Financial Manager
46,Create Purchase Requisition,2011-01-06 01:10:00.000,2011-01-06 02:01:00.000,Anna Kaufmann,Requester
46,Create Request for Quotation Requester,2011-01-06 04:17:00.000,2011-01-06 04:27:00.000,Miu Hanwan,Requester
46,Analyze Request for Quotation,2011-01-06 13:53:00.000,2011-01-06 14:18:00.000,Karel de Groot,Purchasing Agent
46,Amend Request for Quotation Requester,2011-01-06 15:07:00.000,2011-01-06 15:21:00.000,Tesca Lobes,Requester Manager
46,Analyze Request for Quotation,2011-01-08 02:34:00.000,2011-01-08 02:39:00.000,Magdalena Predutta,Purchasing Agent
46,Amend Request for Quotation Requester,2011-01-08 03:26:00.000,2011-01-08 03:36:00.000,Clement Duchot,Requester Manager
46,Analyze Request for Quotation,2011-01-12 05:09:00.000,2011-01-12 05:42:00.000,Francois de Perrier,Purchasing Agent
46,Amend Request for Quotation Requester,2011-01-12 06:25:00.000,2011-01-12 06:36:00.000,Anne Olwada,Requester Manager
46,Analyze Request for Quotation,2011-01-12 08:38:00.000,2011-01-12 09:05:00.000,Magdalena Predutta,Purchasing Agent
46,Amend Request for Quotation Requester,2011-01-12 09:52:00.000,2011-01-12 10:01:00.000,Immanuel Karagianni,Requester Manager
46,Analyze Request for Quotation,2011-01-12 12:04:00.000,2011-01-12 12:26:00.000,Magdalena Predutta,Purchasing Agent
46,Send Request for Quotation to Supplier,2011-01-12 20:55:00.000,2011-01-12 21:07:00.000,Francois de Perrier,Purchasing Agent
46,Create Quotation comparison Map,2011-01-12 23:44:00.000,2011-01-13 02:34:00.000,Karel de Groot,Purchasing Agent
46,Analyze Quotation comparison Map,2011-01-13 09:04:00.000,2011-01-13 09:33:00.000,Tesca Lobes,Requester
46,Choose best option,2011-01-13 09:33:00.000,2011-01-13 09:33:00.000,Elvira Lores,Requester
46,Settle conditions with supplier,2011-01-13 14:36:00.000,2011-01-13 22:59:00.000,Francois de Perrier,Purchasing Agent
46,Create Purchase Order,2011-01-14 08:41:00.000,2011-01-14 08:50:00.000,Magdalena Predutta,Purchasing Agent
46,Confirm Purchase Order,2011-01-16 05:43:00.000,2011-01-16 06:01:00.000,Karen Clarens,Supplier
46,Deliver Goods Services,2011-01-16 19:52:00.000,2011-01-17 09:10:00.000,Sean Manney,Supplier
46,Release Purchase Order,2011-01-17 16:44:00.000,2011-01-17 16:45:00.000,Clement Duchot,Requester
46,Approve Purchase Order for payment,2011-01-18 17:00:00.000,2011-01-18 17:01:00.000,Magdalena Predutta,Purchasing Agent
46,Send invoice,2011-01-20 19:29:00.000,2011-01-20 19:29:00.000,Sean Manney,Supplier
46,Release Supplier's Invoice,2011-01-21 09:56:00.000,2011-01-21 10:01:00.000,Karalda Nimwada,Financial Manager
46,Authorize Supplier's Invoice payment,2011-01-21 10:01:00.000,2011-01-21 10:01:00.000,Pedro Alvares,Financial Manager
46,Pay invoice,2011-01-21 10:34:00.000,2011-01-21 10:42:00.000,Pedro Alvares,Financial Manager
47,Create Purchase Requisition,2011-01-06 03:32:00.000,2011-01-06 03:50:00.000,Anne Olwada,Requester
47,Analyze Purchase Requisition,2011-01-06 15:17:00.000,2011-01-06 15:25:00.000,Maris Freeman,Requester Manager
47,Create Request for Quotation Requester Manager,2011-01-06 15:33:00.000,2011-01-06 15:36:00.000,Francis Odell,Requester Manager
47,Analyze Request for Quotation,2011-01-06 20:50:00.000,2011-01-06 21:16:00.000,Karel de Groot,Purchasing Agent
47,Send Request for Quotation to Supplier,2011-01-09 01:56:00.000,2011-01-09 02:24:00.000,Karel de Groot,Purchasing Agent
47,Create Quotation comparison Map,2011-01-10 00:43:00.000,2011-01-10 03:52:00.000,Francois de Perrier,Purchasing Agent
47,Analyze Quotation comparison Map,2011-01-10 10:36:00.000,2011-01-10 10:57:00.000,Elvira Lores,Requester
47,Choose best option,2011-01-10 10:57:00.000,2011-01-10 10:57:00.000,Clement Duchot,Requester
47,Settle conditions with supplier,2011-01-10 23:27:00.000,2011-01-11 06:05:00.000,Francois de Perrier,Purchasing Agent
47,Create Purchase Order,2011-01-12 02:41:00.000,2011-01-12 02:50:00.000,Karel de Groot,Purchasing Agent
47,Confirm Purchase Order,2011-01-12 10:21:00.000,2011-01-12 10:47:00.000,Kiu Kan,Supplier
47,Deliver Goods Services,2011-01-14 05:04:00.000,2011-01-14 22:18:00.000,Esmeralda Clay,Supplier
47,Release Purchase Order,2011-01-15 05:35:00.000,2011-01-15 05:36:00.000,Miu Hanwan,Requester
47,Approve Purchase Order for payment,2011-01-15 17:02:00.000,2011-01-15 17:03:00.000,Karel de Groot,Purchasing Agent
47,Send invoice,2011-01-16 23:09:00.000,2011-01-16 23:09:00.000,Esmeralda Clay,Supplier
47,Release Supplier's Invoice,2011-01-17 13:35:00.000,2011-01-17 13:38:00.000,Karalda Nimwada,Financial Manager
47,Authorize Supplier's Invoice payment,2011-01-17 13:38:00.000,2011-01-17 13:38:00.000,Pedro Alvares,Financial Manager
47,Pay invoice,2011-01-17 14:28:00.000,2011-01-17 14:35:00.000,Karalda Nimwada,Financial Manager
48,Create Purchase Requisition,2011-01-06 04:46:00.000,2011-01-06 05:03:00.000,Nico Ojenbeer,Requester
48,Analyze Purchase Requisition,2011-01-06 18:01:00.000,2011-01-06 18:09:00.000,Francis Odell,Requester Manager
48,Create Request for Quotation Requester Manager,2011-01-06 18:15:00.000,2011-01-06 18:17:00.000,Heinz Gutschmidt,Requester Manager
48,Analyze Request for Quotation,2011-01-06 20:29:00.000,2011-01-06 20:39:00.000,Magdalena Predutta,Purchasing Agent
48,Amend Request for Quotation Requester,2011-01-06 21:23:00.000,2011-01-06 21:35:00.000,Miu Hanwan,Requester Manager
48,Analyze Request for Quotation,2011-01-07 03:30:00.000,2011-01-07 04:01:00.000,Magdalena Predutta,Purchasing Agent
48,Amend Request for Quotation Requester,2011-01-07 04:59:00.000,2011-01-07 05:13:00.000,Alberto Duport,Requester Manager
48,Analyze Request for Quotation,2011-01-07 06:53:00.000,2011-01-07 07:27:00.000,Karel de Groot,Purchasing Agent
48,Send Request for Quotation to Supplier,2011-01-08 03:06:00.000,2011-01-08 03:33:00.000,Magdalena Predutta,Purchasing Agent
48,Create Quotation comparison Map,2011-01-08 18:03:00.000,2011-01-08 21:48:00.000,Magdalena Predutta,Purchasing Agent
48,Analyze Quotation comparison Map,2011-01-09 04:47:00.000,2011-01-09 05:07:00.000,Tesca Lobes,Requester
48,Choose best option,2011-01-09 05:07:00.000,2011-01-09 05:07:00.000,Miu Hanwan,Requester
48,Settle conditions with supplier,2011-01-09 08:49:00.000,2011-01-09 14:13:00.000,Karel de Groot,Purchasing Agent
48,Create Purchase Order,2011-01-09 14:41:00.000,2011-01-09 14:51:00.000,Karel de Groot,Purchasing Agent
48,Confirm Purchase Order,2011-01-09 23:23:00.000,2011-01-09 23:50:00.000,Karen Clarens,Supplier
48,Deliver Goods Services,2011-01-10 19:27:00.000,2011-01-10 23:12:00.000,Sean Manney,Supplier
48,Release Purchase Order,2011-01-11 07:20:00.000,2011-01-11 07:21:00.000,Miu Hanwan,Requester
48,Approve Purchase Order for payment,2011-01-12 01:00:00.000,2011-01-12 01:01:00.000,Karel de Groot,Purchasing Agent
48,Send invoice,2011-01-15 19:09:00.000,2011-01-15 19:09:00.000,Kiu Kan,Supplier
48,Release Supplier's Invoice,2011-01-16 09:34:00.000,2011-01-16 09:41:00.000,Pedro Alvares,Financial Manager
48,Settle dispute with supplier Financial Manager,2011-01-16 09:51:00.000,2011-01-16 10:10:00.000,Karalda Nimwada,Financial Manager
48,Authorize Supplier's Invoice payment,2011-01-16 10:10:00.000,2011-01-16 10:10:00.000,Pedro Alvares,Financial Manager
48,Pay invoice,2011-01-16 11:01:00.000,2011-01-16 11:12:00.000,Karalda Nimwada,Financial Manager
51,Create Purchase Requisition,2011-01-07 02:53:00.000,2011-01-07 03:42:00.000,Christian Francois,Requester
51,Analyze Purchase Requisition,2011-01-07 19:48:00.000,2011-01-07 19:55:00.000,Heinz Gutschmidt,Requester Manager
51,Create Request for Quotation Requester Manager,2011-01-07 19:58:00.000,2011-01-07 20:01:00.000,Maris Freeman,Requester Manager
51,Analyze Request for Quotation,2011-01-08 02:05:00.000,2011-01-08 02:34:00.000,Magdalena Predutta,Purchasing Agent
51,Amend Request for Quotation Requester,2011-01-08 03:31:00.000,2011-01-08 03:44:00.000,Esmana Liubiata,Requester Manager
51,Analyze Request for Quotation,2011-01-10 16:44:00.000,2011-01-10 17:14:00.000,Francois de Perrier,Purchasing Agent
51,Amend Request for Quotation Requester,2011-01-10 18:06:00.000,2011-01-10 18:14:00.000,Christian Francois,Requester Manager
51,Analyze Request for Quotation,2011-01-12 01:37:00.000,2011-01-12 01:57:00.000,Karel de Groot,Purchasing Agent
51,Send Request for Quotation to Supplier,2011-01-12 06:34:00.000,2011-01-12 06:54:00.000,Magdalena Predutta,Purchasing Agent
51,Create Quotation comparison Map,2011-01-12 07:05:00.000,2011-01-12 13:09:00.000,Francois de Perrier,Purchasing Agent
51,Analyze Quotation comparison Map,2011-01-12 19:45:00.000,2011-01-12 19:59:00.000,Immanuel Karagianni,Requester
51,Choose best option,2011-01-12 19:59:00.000,2011-01-12 19:59:00.000,Nico Ojenbeer,Requester
51,Settle conditions with supplier,2011-01-12 22:37:00.000,2011-01-13 07:10:00.000,Francois de Perrier,Purchasing Agent
51,Create Purchase Order,2011-01-13 23:07:00.000,2011-01-13 23:15:00.000,Karel de Groot,Purchasing Agent
51,Confirm Purchase Order,2011-01-14 04:19:00.000,2011-01-14 04:25:00.000,Esmeralda Clay,Supplier
51,Deliver Goods Services,2011-01-14 16:22:00.000,2011-01-15 18:16:00.000,Carmen Finacse,Supplier
51,Release Purchase Order,2011-01-16 01:57:00.000,2011-01-16 01:58:00.000,Anna Kaufmann,Requester
51,Approve Purchase Order for payment,2011-01-16 10:25:00.000,2011-01-16 10:26:00.000,Magdalena Predutta,Purchasing Agent
51,Send invoice,2011-01-17 04:35:00.000,2011-01-17 04:35:00.000,Kiu Kan,Supplier
51,Release Supplier's Invoice,2011-01-17 18:44:00.000,2011-01-17 18:47:00.000,Karalda Nimwada,Financial Manager
51,Authorize Supplier's Invoice payment,2011-01-17 18:47:00.000,2011-01-17 18:47:00.000,Karalda Nimwada,Financial Manager
51,Pay invoice,2011-01-17 19:27:00.000,2011-01-17 19:37:00.000,Pedro Alvares,Financial Manager
52,Create Purchase Requisition,2011-01-07 05:51:00.000,2011-01-07 06:11:00.000,Nico Ojenbeer,Requester
52,Create Request for Quotation Requester,2011-01-07 08:21:00.000,2011-01-07 08:30:00.000,Elvira Lores,Requester
52,Analyze Request for Quotation,2011-01-07 12:28:00.000,2011-01-07 12:47:00.000,Karel de Groot,Purchasing Agent
52,Send Request for Quotation to Supplier,2011-01-09 08:14:00.000,2011-01-09 08:41:00.000,Karel de Groot,Purchasing Agent
52,Create Quotation comparison Map,2011-01-10 03:02:00.000,2011-01-10 03:45:00.000,Karel de Groot,Purchasing Agent
52,Analyze Quotation comparison Map,2011-01-10 10:29:00.000,2011-01-10 10:36:00.000,Clement Duchot,Requester
52,Choose best option,2011-01-10 10:36:00.000,2011-01-10 10:36:00.000,Kim Passa,Requester
52,Settle conditions with supplier,2011-01-11 06:14:00.000,2011-01-11 20:14:00.000,Francois de Perrier,Purchasing Agent
52,Create Purchase Order,2011-01-12 00:27:00.000,2011-01-12 00:34:00.000,Karel de Groot,Purchasing Agent
52,Confirm Purchase Order,2011-01-12 10:47:00.000,2011-01-12 11:12:00.000,Kiu Kan,Supplier
52,Deliver Goods Services,2011-01-14 01:04:00.000,2011-01-14 22:51:00.000,Sean Manney,Supplier
52,Release Purchase Order,2011-01-15 06:43:00.000,2011-01-15 06:44:00.000,Esmana Liubiata,Requester
52,Approve Purchase Order for payment,2011-01-15 16:54:00.000,2011-01-15 16:55:00.000,Francois de Perrier,Purchasing Agent
52,Send invoice,2011-01-17 03:07:00.000,2011-01-17 03:07:00.000,Kiu Kan,Supplier
52,Release Supplier's Invoice,2011-01-17 17:26:00.000,2011-01-17 17:29:00.000,Karalda Nimwada,Financial Manager
52,Authorize Supplier's Invoice payment,2011-01-17 17:29:00.000,2011-01-17 17:29:00.000,Pedro Alvares,Financial Manager
52,Pay invoice,2011-01-17 18:11:00.000,2011-01-17 18:21:00.000,Pedro Alvares,Financial Manager
53,Create Purchase Requisition,2011-01-07 09:04:00.000,2011-01-07 09:46:00.000,Clement Duchot,Requester
53,Create Request for Quotation Requester,2011-01-07 14:24:00.000,2011-01-07 14:33:00.000,Alberto Duport,Requester
53,Analyze Request for Quotation,2011-01-08 01:44:00.000,2011-01-08 02:05:00.000,Magdalena Predutta,Purchasing Agent
53,Send Request for Quotation to Supplier,2011-01-09 14:13:00.000,2011-01-09 14:41:00.000,Karel de Groot,Purchasing Agent
53,Create Quotation comparison Map,2011-01-10 03:45:00.000,2011-01-10 05:06:00.000,Karel de Groot,Purchasing Agent
53,Analyze Quotation comparison Map,2011-01-10 12:03:00.000,2011-01-10 12:21:00.000,Christian Francois,Requester
53,Choose best option,2011-01-10 12:21:00.000,2011-01-10 12:21:00.000,Anna Kaufmann,Requester
53,Settle conditions with supplier,2011-01-11 04:46:00.000,2011-01-11 10:00:00.000,Karel de Groot,Purchasing Agent
53,Create Purchase Order,2011-01-12 02:11:00.000,2011-01-12 02:21:00.000,Magdalena Predutta,Purchasing Agent
53,Confirm Purchase Order,2011-01-12 23:50:00.000,2011-01-13 00:14:00.000,Sean Manney,Supplier
53,Deliver Goods Services,2011-01-14 01:49:00.000,2011-01-15 18:37:00.000,Kiu Kan,Supplier
53,Release Purchase Order,2011-01-16 02:06:00.000,2011-01-16 02:07:00.000,Fjodor Kowalski,Requester
53,Approve Purchase Order for payment,2011-01-16 13:35:00.000,2011-01-16 13:36:00.000,Karel de Groot,Purchasing Agent
53,Send invoice,2011-01-17 05:09:00.000,2011-01-17 05:09:00.000,Esmeralda Clay,Supplier
53,Release Supplier's Invoice,2011-01-17 19:37:00.000,2011-01-17 19:41:00.000,Pedro Alvares,Financial Manager
53,Authorize Supplier's Invoice payment,2011-01-17 19:41:00.000,2011-01-17 19:41:00.000,Pedro Alvares,Financial Manager
53,Pay invoice,2011-01-17 20:33:00.000,2011-01-17 20:46:00.000,Pedro Alvares,Financial Manager
54,Create Purchase Requisition,2011-01-07 13:59:00.000,2011-01-07 14:43:00.000,Clement Duchot,Requester
54,Create Request for Quotation Requester,2011-01-07 20:15:00.000,2011-01-07 20:25:00.000,Christian Francois,Requester
54,Analyze Request for Quotation,2011-01-08 00:56:00.000,2011-01-08 01:17:00.000,Magdalena Predutta,Purchasing Agent
54,Amend Request for Quotation Requester,2011-01-08 02:08:00.000,2011-01-08 02:21:00.000,Elvira Lores,Requester Manager
54,Analyze Request for Quotation,2011-01-08 03:43:00.000,2011-01-08 04:11:00.000,Karel de Groot,Purchasing Agent
54,Send Request for Quotation to Supplier,2011-01-09 06:11:00.000,2011-01-09 06:32:00.000,Francois de Perrier,Purchasing Agent
54,Create Quotation comparison Map,2011-01-09 14:51:00.000,2011-01-09 18:52:00.000,Karel de Groot,Purchasing Agent
54,Analyze Quotation comparison Map,2011-01-10 01:58:00.000,2011-01-10 02:17:00.000,Immanuel Karagianni,Requester
54,Choose best option,2011-01-10 02:17:00.000,2011-01-10 02:17:00.000,Fjodor Kowalski,Requester
54,Settle conditions with supplier,2011-01-10 09:20:00.000,2011-01-10 15:51:00.000,Karel de Groot,Purchasing Agent
54,Create Purchase Order,2011-01-12 00:19:00.000,2011-01-12 00:26:00.000,Karel de Groot,Purchasing Agent
54,Confirm Purchase Order,2011-01-12 12:52:00.000,2011-01-12 13:21:00.000,Esmeralda Clay,Supplier
54,Deliver Goods Services,2011-01-13 22:27:00.000,2011-01-14 21:42:00.000,Karen Clarens,Supplier
54,Release Purchase Order,2011-01-15 05:43:00.000,2011-01-15 05:44:00.000,Nico Ojenbeer,Requester
54,Approve Purchase Order for payment,2011-01-15 17:04:00.000,2011-01-15 17:05:00.000,Magdalena Predutta,Purchasing Agent
54,Send invoice,2011-01-18 16:45:00.000,2011-01-18 16:45:00.000,Carmen Finacse,Supplier
54,Release Supplier's Invoice,2011-01-19 07:01:00.000,2011-01-19 07:06:00.000,Karalda Nimwada,Financial Manager
54,Authorize Supplier's Invoice payment,2011-01-19 07:06:00.000,2011-01-19 07:06:00.000,Pedro Alvares,Financial Manager
54,Pay invoice,2011-01-19 07:29:00.000,2011-01-19 07:36:00.000,Karalda Nimwada,Financial Manager
55,Create Purchase Requisition,2011-01-07 18:26:00.000,2011-01-07 18:40:00.000,Miu Hanwan,Requester
55,Analyze Purchase Requisition,2011-01-08 09:54:00.000,2011-01-08 10:02:00.000,Francis Odell,Requester Manager
55,Create Request for Quotation Requester Manager,2011-01-08 10:06:00.000,2011-01-08 10:08:00.000,Francis Odell,Requester Manager
55,Analyze Request for Quotation,2011-01-12 04:16:00.000,2011-01-12 04:36:00.000,Magdalena Predutta,Purchasing Agent
55,Send Request for Quotation to Supplier,2011-01-12 17:37:00.000,2011-01-12 17:50:00.000,Magdalena Predutta,Purchasing Agent
55,Create Quotation comparison Map,2011-01-13 03:09:00.000,2011-01-13 06:07:00.000,Karel de Groot,Purchasing Agent
55,Analyze Quotation comparison Map,2011-01-13 12:33:00.000,2011-01-13 13:00:00.000,Christian Francois,Requester
55,Choose best option,2011-01-13 13:00:00.000,2011-01-13 13:00:00.000,Clement Duchot,Requester
55,Settle conditions with supplier,2011-01-14 00:08:00.000,2011-01-14 12:12:00.000,Karel de Groot,Purchasing Agent
55,Create Purchase Order,2011-01-14 17:43:00.000,2011-01-14 17:54:00.000,Karel de Groot,Purchasing Agent
55,Confirm Purchase Order,2011-01-16 22:44:00.000,2011-01-16 23:09:00.000,Esmeralda Clay,Supplier
55,Deliver Goods Services,2011-01-18 20:50:00.000,2011-01-20 11:17:00.000,Carmen Finacse,Supplier
55,Release Purchase Order,2011-01-20 19:05:00.000,2011-01-20 19:06:00.000,Anne Olwada,Requester
55,Settle dispute with supplier Purchasing Agent,2011-01-21 00:29:00.000,2011-01-21 09:57:00.000,Francois de Perrier,Purchasing Agent
55,Release Purchase Order,2011-01-21 17:49:00.000,2011-01-21 17:50:00.000,Tesca Lobes,Requester
55,Approve Purchase Order for payment,2011-01-21 22:25:00.000,2011-01-21 22:26:00.000,Karel de Groot,Purchasing Agent
55,Send invoice,2011-01-22 06:39:00.000,2011-01-22 06:39:00.000,Kiu Kan,Supplier
55,Release Supplier's Invoice,2011-01-22 20:57:00.000,2011-01-22 21:01:00.000,Karalda Nimwada,Financial Manager
55,Authorize Supplier's Invoice payment,2011-01-22 21:02:00.000,2011-01-22 21:02:00.000,Pedro Alvares,Financial Manager
55,Pay invoice,2011-01-22 21:49:00.000,2011-01-22 21:54:00.000,Karalda Nimwada,Financial Manager
56,Create Purchase Requisition,2011-01-07 19:35:00.000,2011-01-07 20:30:00.000,Tesca Lobes,Requester
56,Analyze Purchase Requisition,2011-01-08 17:32:00.000,2011-01-08 17:37:00.000,Maris Freeman,Requester Manager
56,Create Request for Quotation Requester Manager,2011-01-08 17:43:00.000,2011-01-08 17:45:00.000,Heinz Gutschmidt,Requester Manager
56,Analyze Request for Quotation,2011-01-09 01:02:00.000,2011-01-09 01:34:00.000,Francois de Perrier,Purchasing Agent
56,Send Request for Quotation to Supplier,2011-01-09 16:14:00.000,2011-01-09 16:48:00.000,Magdalena Predutta,Purchasing Agent
56,Create Quotation comparison Map,2011-01-10 16:49:00.000,2011-01-10 21:35:00.000,Karel de Groot,Purchasing Agent
56,Analyze Quotation comparison Map,2011-01-11 04:26:00.000,2011-01-11 04:48:00.000,Christian Francois,Requester
56,Choose best option,2011-01-11 04:48:00.000,2011-01-11 04:48:00.000,Kim Passa,Requester
56,Settle conditions with supplier,2011-01-11 18:51:00.000,2011-01-12 00:19:00.000,Karel de Groot,Purchasing Agent
56,Create Purchase Order,2011-01-12 01:58:00.000,2011-01-12 02:05:00.000,Karel de Groot,Purchasing Agent
56,Confirm Purchase Order,2011-01-13 00:22:00.000,2011-01-13 00:42:00.000,Sean Manney,Supplier
56,Deliver Goods Services,2011-01-14 21:42:00.000,2011-01-16 05:33:00.000,Karen Clarens,Supplier
56,Release Purchase Order,2011-01-16 13:23:00.000,2011-01-16 13:24:00.000,Penn Osterwalder,Requester
56,Approve Purchase Order for payment,2011-01-16 23:07:00.000,2011-01-16 23:08:00.000,Karel de Groot,Purchasing Agent
56,Send invoice,2011-01-17 05:53:00.000,2011-01-17 05:53:00.000,Esmeralda Clay,Supplier
56,Release Supplier's Invoice,2011-01-17 20:17:00.000,2011-01-17 20:22:00.000,Pedro Alvares,Financial Manager
56,Settle dispute with supplier Financial Manager,2011-01-17 20:58:00.000,2011-01-17 21:32:00.000,Pedro Alvares,Financial Manager
56,Authorize Supplier's Invoice payment,2011-01-17 21:32:00.000,2011-01-17 21:32:00.000,Pedro Alvares,Financial Manager
56,Pay invoice,2011-01-17 21:37:00.000,2011-01-17 21:50:00.000,Karalda Nimwada,Financial Manager
58,Create Purchase Requisition,2011-01-08 02:01:00.000,2011-01-08 02:26:00.000,Alberto Duport,Requester
58,Analyze Purchase Requisition,2011-01-09 00:08:00.000,2011-01-09 00:14:00.000,Francis Odell,Requester Manager
58,Create Request for Quotation Requester Manager,2011-01-09 00:19:00.000,2011-01-09 00:20:00.000,Maris Freeman,Requester Manager
58,Analyze Request for Quotation,2011-01-09 02:31:00.000,2011-01-09 03:04:00.000,Karel de Groot,Purchasing Agent
58,Amend Request for Quotation Requester,2011-01-09 03:58:00.000,2011-01-09 04:06:00.000,Clement Duchot,Requester Manager
58,Analyze Request for Quotation,2011-01-10 15:51:00.000,2011-01-10 16:24:00.000,Karel de Groot,Purchasing Agent
58,Amend Request for Quotation Requester,2011-01-10 17:13:00.000,2011-01-10 17:26:00.000,Nico Ojenbeer,Requester Manager
58,Analyze Request for Quotation,2011-01-12 02:21:00.000,2011-01-12 02:44:00.000,Magdalena Predutta,Purchasing Agent
58,Send Request for Quotation to Supplier,2011-01-12 21:18:00.000,2011-01-12 21:44:00.000,Francois de Perrier,Purchasing Agent
58,Create Quotation comparison Map,2011-01-12 23:34:00.000,2011-01-13 02:00:00.000,Magdalena Predutta,Purchasing Agent
58,Analyze Quotation comparison Map,2011-01-13 08:41:00.000,2011-01-13 09:11:00.000,Penn Osterwalder,Requester
58,Choose best option,2011-01-13 09:11:00.000,2011-01-13 09:11:00.000,Anne Olwada,Requester
58,Settle conditions with supplier,2011-01-13 20:44:00.000,2011-01-14 08:05:00.000,Magdalena Predutta,Purchasing Agent
58,Create Purchase Order,2011-01-14 09:21:00.000,2011-01-14 09:34:00.000,Magdalena Predutta,Purchasing Agent
58,Confirm Purchase Order,2011-01-18 16:06:00.000,2011-01-18 16:31:00.000,Carmen Finacse,Supplier
58,Deliver Goods Services,2011-01-19 10:15:00.000,2011-01-19 13:30:00.000,Esmeralda Clay,Supplier
58,Release Purchase Order,2011-01-19 21:30:00.000,2011-01-19 21:31:00.000,Tesca Lobes,Requester
58,Settle dispute with supplier Purchasing Agent,2011-01-20 03:56:00.000,2011-01-20 12:48:00.000,Francois de Perrier,Purchasing Agent
58,Release Purchase Order,2011-01-20 20:35:00.000,2011-01-20 20:36:00.000,Fjodor Kowalski,Requester
58,Approve Purchase Order for payment,2011-01-22 08:18:00.000,2011-01-22 08:19:00.000,Francois de Perrier,Purchasing Agent
58,Send invoice,2011-01-22 22:13:00.000,2011-01-22 22:13:00.000,Karen Clarens,Supplier
58,Release Supplier's Invoice,2011-01-23 12:20:00.000,2011-01-23 12:26:00.000,Karalda Nimwada,Financial Manager
58,Authorize Supplier's Invoice payment,2011-01-23 12:26:00.000,2011-01-23 12:26:00.000,Karalda Nimwada,Financial Manager
58,Pay invoice,2011-01-23 12:48:00.000,2011-01-23 12:53:00.000,Pedro Alvares,Financial Manager
61,Create Purchase Requisition,2011-01-08 12:50:00.000,2011-01-08 13:05:00.000,Esmana Liubiata,Requester
61,Create Request for Quotation Requester,2011-01-08 17:14:00.000,2011-01-08 17:26:00.000,Esmana Liubiata,Requester
61,Analyze Request for Quotation,2011-01-10 05:02:00.000,2011-01-10 05:14:00.000,Magdalena Predutta,Purchasing Agent
61,Amend Request for Quotation Requester,2011-01-10 06:02:00.000,2011-01-10 06:17:00.000,Miu Hanwan,Requester Manager
61,Analyze Request for Quotation,2011-01-12 05:02:00.000,2011-01-12 05:27:00.000,Magdalena Predutta,Purchasing Agent
61,Amend Request for Quotation Requester Manager,2011-01-12 21:27:00.000,2011-01-12 21:48:00.000,Heinz Gutschmidt,Requester Manager
61,Analyze Request for Quotation,2011-01-13 23:50:00.000,2011-01-14 00:01:00.000,Karel de Groot,Purchasing Agent
61,Amend Request for Quotation Requester,2011-01-14 00:55:00.000,2011-01-14 01:01:00.000,Christian Francois,Requester Manager
61,Analyze Request for Quotation,2011-01-16 23:58:00.000,2011-01-17 00:29:00.000,Francois de Perrier,Purchasing Agent
61,Send Request for Quotation to Supplier,2011-01-17 04:17:00.000,2011-01-17 04:37:00.000,Magdalena Predutta,Purchasing Agent
61,Create Quotation comparison Map,2011-01-17 05:02:00.000,2011-01-17 05:42:00.000,Francois de Perrier,Purchasing Agent
